# Time-averaged data for fix fIK
# TimeStep Number-of-rows
# Row c_pIK[1] c_pIK[2] c_pIK[3] c_pIK[4] c_pIK[5] c_pIK[6] c_pIK[7] c_pIK[8]
30000 360
93 9.25 0.206667 0.131643 0.222401 0.158947 -0.31549 -0.0267224 -0.215789
94 9.35 0.216667 0.176069 0.181903 0.177018 -0.407909 -0.330404 -0.237049
95 9.45 0.27 0.331351 0.209885 0.277744 -0.453591 -0.36797 -0.295236
96 9.55 0.316667 0.244131 0.18568 0.220392 -0.486947 -0.435762 -0.344897
97 9.65 0.356667 0.318853 0.342997 0.338144 -0.438163 -0.461237 -0.365949
98 9.75 0.363333 0.243746 0.311287 0.336007 -0.447245 -0.310314 -0.431535
99 9.85 0.433333 0.359225 0.327166 0.422259 -0.41263 -0.609495 -0.496641
100 9.95 0.413333 0.374086 0.328222 0.31117 -0.829779 -0.731592 -0.525348
101 10.05 0.516667 0.465437 0.381141 0.44108 -0.670798 -0.579356 -0.522086
102 10.15 0.503333 0.425643 0.373759 0.441157 -0.80282 -0.68433 -0.545749
103 10.25 0.52 0.404203 0.474768 0.490989 -0.648053 -0.659824 -0.56266
104 10.35 0.51 0.440393 0.380177 0.359683 -0.657589 -0.946245 -0.626411
105 10.45 0.556667 0.524123 0.446173 0.408642 -0.783182 -0.892544 -0.672381
106 10.55 0.613333 0.521745 0.569603 0.465345 -0.659353 -1.07254 -0.61506
107 10.65 0.596667 0.51565 0.419216 0.502447 -0.777275 -0.991591 -0.622746
108 10.75 0.716667 0.730041 0.602748 0.635616 -0.795365 -0.991227 -0.662262
109 10.85 0.606667 0.497234 0.393074 0.455898 -0.291891 -0.765872 -0.569392
110 10.95 0.673333 0.533336 0.510629 0.587274 -0.507598 -0.715049 -0.535261
111 11.05 0.616667 0.57692 0.512859 0.452462 -0.904051 -0.559409 -0.51274
112 11.15 0.62 0.494319 0.582511 0.407694 -0.711303 -0.849808 -0.570961
113 11.25 0.696667 0.605599 0.595891 0.583385 -0.542453 -1.01718 -0.626057
114 11.35 0.663333 0.513309 0.536174 0.626656 -0.558644 -0.941384 -0.584341
115 11.45 0.78 0.595857 0.625088 0.653271 -1.06916 -0.847857 -0.580373
116 11.55 0.76 0.625375 0.687798 0.725892 -0.994212 -1.14374 -0.605357
117 11.65 0.67 0.538196 0.588233 0.634241 -0.628116 -0.705705 -0.610687
118 11.75 0.803333 0.642515 0.58389 0.686335 -0.40288 -0.470574 -0.656511
119 11.85 0.736667 0.56898 0.687581 0.593449 -0.796847 -0.476344 -0.703895
120 11.95 0.733333 0.606864 0.623941 0.549824 -0.920353 -0.765163 -0.686666
121 12.05 0.65 0.523822 0.534836 0.613234 -0.796091 -0.74434 -0.595444
122 12.15 0.696667 0.59495 0.610547 0.490985 -0.73092 -0.780177 -0.616416
123 12.25 0.773333 0.678857 0.680465 0.713017 -0.742936 -0.582193 -0.677888
124 12.35 0.746667 0.59818 0.699654 0.668217 -0.789496 -0.363928 -0.690631
125 12.45 0.75 0.613653 0.695999 0.540433 -0.684074 -0.408863 -0.596244
126 12.55 0.75 0.526669 0.748823 0.585454 -0.750788 -0.938091 -0.683823
127 12.65 0.703333 0.577679 0.550177 0.689588 -0.737172 -0.998415 -0.772948
128 12.75 0.743333 0.600314 0.6528 0.530789 -0.853971 -0.587338 -0.838139
129 12.85 0.723333 0.650626 0.673816 0.708092 -0.582315 -0.32577 -0.872564
130 12.95 0.8 0.748889 0.676592 0.740106 -0.975562 -0.516419 -0.865378
131 13.05 0.683333 0.63263 0.64277 0.617383 -1.05841 -0.867418 -0.951658
132 13.15 0.723333 0.590527 0.651395 0.623507 -0.93494 -0.865298 -1.04311
133 13.25 0.75 0.64533 0.614938 0.684978 -1.38624 -0.814168 -0.998016
134 13.35 0.666667 0.570518 0.556524 0.604317 -1.07916 -0.616361 -0.970164
135 13.45 0.786667 0.593707 0.617276 0.76697 -0.812675 -0.423519 -0.929324
136 13.55 0.746667 0.686851 0.582165 0.575018 -0.704384 -1.00557 -0.914334
137 13.65 0.826667 0.612007 0.631568 0.675512 -1.08829 -1.10604 -0.886667
138 13.75 0.653333 0.643725 0.54963 0.500911 -1.07441 -0.800739 -0.735231
139 13.85 0.866667 0.734164 0.757687 0.672679 -1.01741 -0.599534 -0.716403
140 13.95 0.713333 0.632379 0.653358 0.550668 -0.92676 -0.587347 -0.678596
141 14.05 0.766667 0.62003 0.716706 0.738148 -0.686867 -0.568401 -0.691456
142 14.15 0.613333 0.557988 0.438133 0.496426 -0.497641 -0.552162 -0.541017
143 14.25 0.75 0.62878 0.576985 0.644665 -0.776051 -0.51092 -0.534933
144 14.35 0.78 0.680044 0.621106 0.610328 -0.737336 -0.399157 -0.563325
145 14.45 0.726667 0.63368 0.624248 0.547433 -1.04776 -0.846602 -0.550642
146 14.55 0.78 0.611554 0.761562 0.605127 -0.665227 -0.569733 -0.585466
147 14.65 0.843333 0.683171 0.797123 0.691551 -0.93256 -0.847493 -0.6282
148 14.75 0.776667 0.664228 0.634049 0.641833 -1.01673 -0.786557 -0.634838
149 14.85 0.67 0.417064 0.5608 0.605166 -1.12982 -0.874658 -0.615907
150 14.95 0.67 0.520677 0.662324 0.520113 -0.959903 -0.503033 -0.687408
151 15.05 0.75 0.64392 0.651733 0.528044 -0.756521 -0.812803 -0.715497
152 15.15 0.763333 0.662821 0.664487 0.55715 -0.713465 -0.592737 -0.731848
153 15.25 0.856667 0.683858 0.66857 0.706708 -1.07196 -0.980238 -0.844461
154 15.35 0.726667 0.741356 0.644409 0.658216 -0.979044 -0.868751 -0.893006
155 15.45 0.67 0.577701 0.574612 0.738862 -0.823737 -1.02661 -0.908158
156 15.55 0.766667 0.761741 0.776843 0.648289 -0.975685 -1.02637 -0.922743
157 15.65 0.75 0.714339 0.673321 0.622423 -0.856423 -0.821057 -0.852494
158 15.75 0.786667 0.659255 0.658924 0.669773 -0.947033 -0.95419 -0.863194
159 15.85 0.776667 0.710149 0.683328 0.646783 -0.666298 -0.9909 -0.97405
160 15.95 0.716667 0.54649 0.623972 0.629681 -0.325991 -1.0152 -1.0517
161 16.05 0.75 0.63208 0.67305 0.617139 -0.864636 -1.08028 -1.08006
162 16.15 0.773333 0.681774 0.51824 0.612066 -0.438665 -0.843232 -0.969159
163 16.25 0.716667 0.676435 0.615554 0.578069 -1.20676 -1.33647 -0.992092
164 16.35 0.816667 0.764447 0.700592 0.683294 -0.795826 -1.17288 -0.930847
165 16.45 0.766667 0.571841 0.687592 0.55934 -0.594428 -0.88717 -0.837526
166 16.55 0.766667 0.66477 0.76634 0.654223 -0.591269 -1.04867 -0.835909
167 16.65 0.696667 0.575312 0.625855 0.628291 -0.882889 -0.868413 -0.849092
168 16.75 0.683333 0.557783 0.472815 0.564713 -0.928308 -0.625988 -0.857406
169 16.85 0.78 0.596822 0.719085 0.652503 -0.789157 -0.642103 -0.934197
170 16.95 0.79 0.617721 0.598824 0.756111 -0.63874 -0.865546 -0.927437
171 17.05 0.76 0.693971 0.750851 0.553365 -0.693913 -0.890869 -0.927154
172 17.15 0.766667 0.726651 0.619491 0.667726 -0.944116 -0.568638 -0.946646
173 17.25 0.743333 0.575579 0.68038 0.544715 -0.776932 -0.918566 -0.889814
174 17.35 0.763333 0.686455 0.716473 0.536718 -0.748551 -0.724281 -0.839805
175 17.45 0.773333 0.628196 0.595774 0.685209 -1.10162 -1.13644 -0.826638
176 17.55 0.76 0.598943 0.648042 0.651066 -0.955262 -0.755471 -0.849682
177 17.65 0.73 0.627752 0.592386 0.609456 -1.20335 -0.803681 -0.825145
178 17.75 0.726667 0.625249 0.687787 0.618778 -0.805013 -0.698588 -0.753343
179 17.85 0.736667 0.704195 0.599287 0.527323 -0.66747 -0.60643 -0.75257
180 17.95 0.806667 0.691629 0.692619 0.730005 -0.716246 -0.698242 -0.849287
181 18.05 0.79 0.723692 0.617667 0.644007 -0.727971 -0.637657 -0.919686
182 18.15 0.756667 0.707793 0.739572 0.653936 -0.945479 -0.680189 -0.982475
183 18.25 0.73 0.558664 0.536987 0.676146 -0.898486 -0.469118 -0.878338
184 18.35 0.763333 0.620317 0.732832 0.702042 -0.627155 -0.425789 -0.842026
185 18.45 0.783333 0.636328 0.684003 0.627751 -1.12939 -0.967656 -0.830452
186 18.55 0.75 0.51695 0.72618 0.636072 -0.702529 -0.564941 -0.8045
187 18.65 0.75 0.612787 0.604747 0.542124 -1.03787 -1.03091 -0.885217
188 18.75 0.67 0.558004 0.587364 0.485878 -1.01368 -0.838828 -0.854846
189 18.85 0.786667 0.717749 0.712091 0.63323 -0.443499 -0.947504 -0.853416
190 18.95 0.773333 0.762098 0.543353 0.625227 -0.365659 -0.662488 -0.836891
191 19.05 0.806667 0.604631 0.688449 0.672785 -0.773633 -0.951388 -0.848271
192 19.15 0.746667 0.697941 0.552697 0.705041 -0.349285 -0.767401 -0.820191
193 19.25 0.776667 0.663386 0.74185 0.698981 -0.718887 -0.743046 -0.913262
194 19.35 0.763333 0.633983 0.622445 0.578066 -0.648414 -0.771876 -1.03074
195 19.45 0.77 0.5781 0.623888 0.643112 -0.708752 -1.02299 -1.04659
196 19.55 0.743333 0.650084 0.643365 0.607541 -0.918657 -0.591158 -0.94816
197 19.65 0.68 0.4684 0.619841 0.629831 -0.922585 -0.853308 -0.903543
198 19.75 0.766667 0.599793 0.517046 0.634676 -1.26785 -1.109 -0.920231
199 19.85 0.783333 0.58189 0.659113 0.596024 -0.752403 -0.989926 -0.896939
200 19.95 0.81 0.590828 0.67344 0.667097 -0.8463 -0.417726 -0.824512
201 20.05 0.786667 0.696128 0.608885 0.75863 -0.916596 -1.04672 -0.85522
202 20.15 0.77 0.691639 0.692453 0.554753 -0.935913 -1.18318 -0.837268
203 20.25 0.733333 0.607098 0.671623 0.752086 -0.810446 -0.970478 -0.793039
204 20.35 0.733333 0.555537 0.677493 0.546403 -0.911864 -0.820413 -0.769237
205 20.45 0.8 0.657004 0.572632 0.679436 -0.770271 -0.65804 -0.821429
206 20.55 0.836667 0.632957 0.651921 0.711552 -0.983374 -1.12342 -0.888036
207 20.65 0.81 0.620042 0.716772 0.821327 -1.00047 -0.946548 -0.901228
208 20.75 0.613333 0.486525 0.55008 0.49204 -0.991368 -0.664751 -0.897458
209 20.85 0.77 0.747175 0.655779 0.690492 -0.708599 -1.01952 -1.00657
210 20.95 0.746667 0.612665 0.755927 0.681418 -1.01195 -1.14623 -1.00417
211 21.05 0.846667 0.698165 0.708669 0.68564 -0.805663 -0.51748 -0.93275
212 21.15 0.736667 0.617933 0.553122 0.680307 -0.898129 -0.44864 -0.943786
213 21.25 0.796667 0.696704 0.649489 0.692304 -1.43853 -1.32004 -0.917461
214 21.35 0.726667 0.543209 0.549229 0.633698 -1.08482 -0.86299 -0.796215
215 21.45 0.706667 0.682895 0.475005 0.574285 -0.882896 -0.697862 -0.778541
216 21.55 0.853333 0.739442 0.631044 0.645277 -0.450044 -0.162663 -0.751656
217 21.65 0.683333 0.580059 0.617556 0.552089 -0.919002 -0.918613 -0.706744
218 21.75 0.81 0.60068 0.736492 0.678924 -0.873072 -0.760021 -0.695477
219 21.85 0.833333 0.683722 0.72068 0.728379 -0.706094 -1.2608 -0.729359
220 21.95 0.75 0.608838 0.642582 0.714199 -0.676718 -1.14479 -0.814858
221 22.05 0.66 0.558004 0.557387 0.476932 -0.814114 -1.03882 -0.791649
222 22.15 0.773333 0.592 0.690537 0.718762 -0.869127 -0.986691 -0.852816
223 22.25 0.776667 0.673406 0.686635 0.64237 -0.589043 -0.522571 -0.854102
224 22.35 0.693333 0.606601 0.621316 0.644979 -0.594697 -0.665608 -0.893229
225 22.45 0.82 0.703222 0.668569 0.745861 -0.557773 -0.75456 -0.958372
226 22.55 0.733333 0.679952 0.632913 0.536914 -0.741136 -1.0753 -1.02237
227 22.65 0.73 0.592319 0.653509 0.718155 -0.511817 -0.627739 -1.02657
228 22.75 0.83 0.66385 0.578804 0.717675 -0.463043 -0.76521 -0.961874
229 22.85 0.696667 0.627775 0.56387 0.535649 -0.968846 -1.19411 -0.878829
230 22.95 0.72 0.654447 0.590056 0.686927 -0.883744 -0.836848 -0.767936
231 23.05 0.7 0.558829 0.550724 0.524857 -0.776792 -0.720268 -0.728179
232 23.15 0.82 0.736487 0.666347 0.778721 -0.406987 -0.527464 -0.742219
233 23.25 0.73 0.721927 0.646354 0.523183 -0.491803 -0.536792 -0.772524
234 23.35 0.78 0.598868 0.716827 0.629586 -0.763589 -0.660042 -0.770839
235 23.45 0.816667 0.700882 0.728057 0.749272 -0.65051 -0.587153 -0.793108
236 23.55 0.776667 0.655145 0.839718 0.694861 -1.09185 -1.20294 -0.800819
237 23.65 0.716667 0.533394 0.633924 0.573456 -0.974707 -0.877434 -0.781337
238 23.75 0.7 0.581496 0.529262 0.680648 -0.90902 -0.919134 -0.838418
239 23.85 0.726667 0.607139 0.613184 0.620626 -1.20448 -1.07181 -0.921738
240 23.95 0.743333 0.723857 0.783887 0.639572 -1.07001 -1.52382 -0.967304
241 24.05 0.766667 0.570993 0.771368 0.554157 -0.712965 -1.23839 -0.993577
242 24.15 0.7 0.495235 0.504186 0.506657 -0.585592 -0.835256 -0.920964
243 24.25 0.72 0.706124 0.546486 0.545621 -0.423684 -0.752031 -0.863802
244 24.35 0.743333 0.660289 0.617122 0.530715 -0.869828 -0.806996 -0.882318
245 24.45 0.71 0.535411 0.585626 0.568926 -0.814116 -0.551987 -0.814603
246 24.55 0.796667 0.607736 0.629626 0.712561 -1.10298 -1.12766 -0.731382
247 24.65 0.693333 0.582499 0.511483 0.567455 -1.04202 -1.13072 -0.648031
248 24.75 0.75 0.666532 0.695709 0.666188 -0.703413 -0.897215 -0.597594
249 24.85 0.666667 0.557114 0.651368 0.565588 -1.08616 -0.744502 -0.521656
250 24.95 0.68 0.591973 0.568122 0.57907 -1.1992 -0.977186 -0.489668
251 25.05 0.746667 0.69998 0.655407 0.662547 -1.10026 -0.829883 -0.497548
252 25.15 0.63 0.642718 0.50624 0.712478 -1.24148 -1.24526 -0.61032
253 25.25 0.616667 0.464385 0.536619 0.484831 -1.33208 -1.32045 -0.659945
254 25.35 0.66 0.617821 0.55959 0.496084 -1.38169 -1.26448 -0.705206
255 25.45 0.663333 0.558364 0.491611 0.471904 -1.02532 -1.06114 -0.661456
256 25.55 0.63 0.541294 0.556849 0.513729 -0.944234 -0.878556 -0.649529
257 25.65 0.573333 0.571296 0.433705 0.559144 -0.973669 -0.978787 -0.636733
258 25.75 0.46 0.429545 0.408359 0.399271 -0.54546 -0.900462 -0.654239
259 25.85 0.593333 0.546574 0.485402 0.508389 -0.713773 -0.756023 -0.654879
260 25.95 0.493333 0.500812 0.346392 0.446791 -0.91293 -0.752198 -0.605
261 26.05 0.426667 0.341147 0.319213 0.36462 -0.86599 -0.643919 -0.541291
262 26.15 0.436667 0.304009 0.358794 0.381383 -0.679123 -0.480048 -0.46322
263 26.25 0.436667 0.416519 0.314544 0.314861 -0.674189 -0.648273 -0.418831
264 26.35 0.36 0.246632 0.366014 0.264662 -0.541181 -0.481679 -0.394682
265 26.45 0.293333 0.29507 0.20297 0.242882 -0.308686 -0.313603 -0.343886
266 26.55 0.286667 0.279993 0.207984 0.206833 -0.378205 -0.28654 -0.274518
267 26.65 0.253333 0.189787 0.253027 0.212354 -0.298977 -0.255599 -0.228708
268 26.75 0.23 0.235848 0.194635 0.186675 -0.222852 -0.279089 -0.206698
269 26.85 0.24 0.158669 0.21684 0.26342 -0.188868 -0.271543 -0.180625
270 26.95 0.176667 0.22507 0.0952866 0.122628 -0.16152 -0.216314 -0.170774
271 27.05 0.18 0.133741 0.176907 0.137383 -0.181711 -0.208796 -0.145561
272 27.15 0.106667 0.0894449 0.0654981 0.131501 -0.104519 -0.108891 -0.113774
273 27.25 0.146667 0.120132 0.0952665 0.0929743 -0.124589 -0.131274 -0.110229
274 27.35 0.103333 0.0710285 0.0907284 0.0857685 -0.0776265 -0.0464181 -0.0951506
275 27.45 0.0866667 0.0773529 0.103713 0.0728589 -0.0812674 -0.0731376 -0.0907989
276 27.55 0.0733333 0.090165 0.0709195 0.0763314 0.00356053 0.00462217 -0.0576918
277 27.65 0.0566667 0.0510988 0.0421316 0.0408326 0.0165507 0.010062 -0.0419272
278 27.75 0.05 0.081816 0.0331845 0.0494753 -0.021243 -0.0248489 -0.0329979
279 27.85 0.04 0.0109466 0.0259433 0.0311772 -0.022071 -0.028665 -0.0273566
280 27.95 0.04 0.0363617 0.024497 0.0156559 -0.0222951 -0.0208481 -0.0253199
281 28.05 0.03 0.0230968 0.0443954 0.00617761 -0.0161042 -0.0157567 -0.0223818
282 28.15 0.03 0.0306758 0.00628474 0.0320154 -0.012808 -0.0242812 -0.019376
283 28.25 0.0333333 0.0238756 0.0334709 0.0130252 -0.00921724 -0.0148753 -0.0163933
284 28.35 0.0333333 0.0323548 0.0298906 0.0190799 -0.00798058 -0.0126841 -0.0124426
285 28.45 0.01 0.00492667 0.00366909 0.0282295 -0.00448665 -0.00613598 -0.0102222
286 28.55 0.0233333 0.0110636 0.00905564 0.0199689 -0.00256882 -0.00475728 -0.00989878
287 28.65 0.0133333 0.0174827 0.0151476 0.00527238 -0.00273917 -0.00436928 -0.00924879
288 28.75 0.0166667 0.0215571 0.0159687 0.00334962 -0.00550421 -0.00383275 -0.00727507
289 28.85 0.0166667 0.0171199 0.0294311 0.015867 -0.00690587 -0.00243594 -0.0055614
290 28.95 0.0133333 0.00986904 0.0160431 0.00569878 -0.00827979 -0.00199301 -0.00434095
291 29.05 0.02 0.0237907 0.00564843 0.0161623 -0.0035847 -0.00211498 -0.0040193
292 29.15 0.00333333 0.0140152 4.091e-05 0.000424736 -0.00402482 -0.00306066 -0.00404759
293 29.25 0.0166667 0.00864099 0.0187366 0.0336051 -0.00645465 -0.00459476 -0.00418607
294 29.35 0.0166667 0.00696726 0.0252165 0.014708 -0.00367419 -0.00357683 -0.00401884
295 29.45 0.0133333 0.0234269 0.00904692 0.00739106 -0.00294394 -0.00281187 -0.00326722
296 29.55 0.02 0.00565282 0.0164814 0.00624288 -0.00159893 -0.00314687 -0.00270363
297 29.65 0.0233333 0.00923107 0.0139706 0.00995932 -0.00150861 -0.00416776 -0.00256466
298 29.75 0 0 0 0 -0.00130891 -0.00590228 -0.0021843
299 29.85 0.0166667 0.0174662 0.00403803 0.00880561 -0.00131953 -0.00366289 -0.00275411
300 29.95 0.01 0.00595408 0.0116438 0.0326768 -0.00133851 -0.00470487 -0.00302486
301 30.05 0.0133333 0.00711263 0.00132875 0.00256433 -0.00196857 -0.00798134 -0.00302543
302 30.15 0.0166667 0.00985338 0.0128788 0.011493 -0.00197742 -0.00255735 -0.00272343
303 30.25 0.0166667 0.0224461 0.00924064 0.0189565 0.00414204 -0.00115653 -0.00224367
304 30.35 0.0133333 0.00870586 0.00151009 0.00769343 0.0250435 0.000877331 -0.00207367
305 30.45 0.00333333 0.000978769 0.000216869 0.00187869 -0.00072986 -0.000871654 -0.00243073
306 30.55 0.01 0.00510301 0.0124964 0.00496268 -0.000985545 -0.000889957 -0.0024133
307 30.65 0.00333333 0.00114829 0.00105108 6.25714e-09 -0.00107448 -0.000869554 -0.00237628
308 30.75 0.00333333 0.000114647 2.43407e-05 0.000268978 -0.0010146 -0.000869896 -0.00236187
309 30.85 0.0133333 0.00413347 0.00943318 0.00446595 -0.000746376 -0.00102768 -0.00214368
310 30.95 0.0166667 0.00699063 0.00629988 0.00810361 -0.000641763 -0.000942412 -0.00167273
311 31.05 0.01 0.00770482 0.0152478 0.00434276 -0.000600528 -0.000940058 -0.00160578
312 31.15 0.0166667 0.0282236 0.023268 0.00726227 -0.000600359 -0.000995099 -0.00140775
313 31.25 0.00666667 0.0115501 0.000509489 0.00605037 -0.000569442 -0.00098432 -0.00128252
314 31.35 0.03 0.0390047 0.0324829 0.0188346 -0.00105023 -0.00205298 -0.0022378
315 31.45 0.0166667 0.0137749 0.0299751 0.0169602 -0.0012983 -0.0053009 -0.00242768
316 31.55 0.00666667 0.0139743 0.0112093 0.00733677 -0.00111099 -0.00326238 -0.00229233
317 31.65 0.0266667 0.00267854 0.00479183 0.0183802 -0.000448541 -0.00107031 0.000119111
318 31.75 0.00666667 0.00531532 0.012945 0.000974718 2.58274e-05 -0.000260624 0.0020071
319 31.85 0.0233333 0.0160016 0.0128274 0.0132064 -0.000263222 -0.00104076 0.00158787
320 31.95 0.01 0.00838409 0.0117708 0.0116377 -4.21865e-05 -0.000991261 0.00156801
321 32.05 0.00666667 0.00431564 0.000125807 0.00139406 -8.08695e-05 -0.00145619 0.00128599
322 32.15 0.02 0.00727602 0.00943177 0.00947607 -0.000195133 -0.00172194 0.00103255
323 32.25 0.00666667 0.000714288 0.000371967 0.00742916 0.00224718 0.00150575 0.00425327
324 32.35 0.01 0.00538321 6.31692e-05 0.00779678 0.00506364 0.00540114 0.00827915
325 32.45 0.0166667 0.00476029 0.0287752 0.00839486 0.0048386 0.00634342 0.00683709
326 32.55 0.02 0.0205136 0.0206638 0.0143351 0.00304102 0.00510384 0.00859146
327 32.65 0.0133333 0.00765894 0.00930264 0.0322453 0.00311988 0.00539477 0.0135568
328 32.75 0.0166667 0.00489152 0.0164551 0.00474142 0.00498386 0.00616763 0.0135774
329 32.85 0.0133333 0.00183268 0.00444884 0.0190697 0.00241233 0.00289291 0.0102855
330 32.95 0.0133333 0.00206498 0.00556044 0.00576328 -0.000490419 -0.00181571 0.0066945
331 33.05 0.0266667 0.00954396 0.0154288 0.0227938 -0.000766764 -0.0021836 0.00643051
332 33.15 0.02 0.0127886 0.0224079 0.0198071 -0.00103865 -0.00230874 0.00600162
333 33.25 0.00666667 0.00342571 0.00701314 0.0163558 -0.00114905 -0.00230894 0.00646591
334 33.35 0.01 0.014432 0.00175534 0.00340007 0.000409885 -0.00214259 0.00813369
335 33.45 0.02 0.0519122 0.0178385 0.0157082 6.40125e-05 -0.000961026 0.00526275
336 33.55 0.0233333 0.0152798 0.0242446 0.018466 -0.000661325 -0.0016 -0.000988104
337 33.65 0.0333333 0.0411721 0.0179164 0.0189519 -0.00138972 -0.00174723 -0.000436505
338 33.75 0.01 0.0133041 0.00399369 0.00724397 -0.00345189 -0.00210272 -0.000512362
339 33.85 0.00666667 0.006908 0.0145942 0.00152914 -0.00383588 -0.00225428 -0.000623062
340 33.95 0.02 0.0068011 0.0137671 0.0176174 -0.0116274 -0.00247342 -0.000922466
341 34.05 0.0133333 0.00622293 0.00685867 0.00302559 -0.0037233 -0.00131116 -0.00188512
342 34.15 0.0133333 0.0114715 0.0274266 0.0132194 -0.00251362 -0.0025545 -0.00252557
343 34.25 0.0166667 0.00230838 0.00740878 0.0104446 -0.00217921 -0.00119399 -0.00244936
344 34.35 0.0133333 0.0220968 0.00404985 0.00743752 -0.00108508 -0.000889849 -0.0019005
345 34.45 0 0 0 0 -0.00105335 -0.000926365 -0.0017624
346 34.55 0.0133333 0.0185795 0.0225087 0.00498013 -0.000201439 -0.000770187 -0.00182386
347 34.65 0.0133333 0.00705514 0.00952158 0.0117261 0.000120308 -0.000704133 -0.00186813
348 34.75 0.0166667 0.00201424 0.00826599 0.00960966 -0.00160127 -0.00145628 -0.00187438
349 34.85 0.0233333 0.0438195 0.0106303 0.0458844 -0.00228898 -0.00389286 0.00151785
350 34.95 0.0133333 0.00894745 0.0139605 0.0150202 -0.000397447 -0.00197623 0.0030404
351 35.05 0.0166667 0.0283703 0.0295035 0.0134615 0.000217458 -0.00128276 0.00277418
352 35.15 0.00333333 0.00596971 0.00527004 0.00487369 -0.000131213 -0.00136072 0.00286006
353 35.25 0.0133333 0.00747729 0.00638198 0.00134047 -0.00087896 -0.00154499 0.00247613
354 35.35 0.0166667 0.0109128 0.00649656 0.0242176 -0.00186908 -0.00161595 0.00216925
355 35.45 0.0166667 0.015217 0.00438368 0.0116254 -0.0030306 -0.00166869 0.00207582
356 35.55 0.0233333 0.00677551 0.0285538 0.0176963 -0.00421315 -0.0015529 0.00230013
357 35.65 0.00333333 0.000769455 0.000312894 0.0032918 -0.00415643 -0.00143457 0.00236125
358 35.75 0.0133333 0.00663984 0.0116236 0.0170822 -0.00581106 -0.00164857 -0.00237795
359 35.85 0.0133333 0.00623532 0.0106428 0.00360629 -0.0034017 -0.00117566 -0.00298992
360 35.95 0.0233333 0.0228524 0.0395598 0.0233761 -0.00174202 -0.000323179 -0.00233101
150000 360
1 0.05 0.00666667 0.0221717 0.00616289 0.000347255 -0.0037514 -0.00119326 0.00187624
2 0.15 0.0133333 0.00583213 0.0115608 0.00801801 -0.00754197 -0.00213986 0.00182819
3 0.25 0.02 0.0634484 0.0112809 0.0105255 -0.00390717 -0.00135043 0.00204829
4 0.35 0.01 0.00939085 0.0131973 0.0158593 -0.00105305 -0.00353311 0.0022778
5 0.45 0.0166667 0.0340624 0.0149353 0.00787195 -0.000958055 -0.00659399 0.00219957
6 0.55 0.02 0.0128613 0.0134197 0.0250103 -0.00509046 -0.00192306 0.00262584
7 0.65 0.0166667 0.000245471 0.0162961 0.00953009 -0.00448852 -0.00206382 0.00337945
8 0.75 0.01 0.0363768 0.00407841 0.0184033 -0.000507456 -0.00110501 0.00344689
9 0.85 0.00333333 0.000826606 4.44387e-07 0.000388683 -0.000434745 -0.00105604 0.00322812
10 0.95 0.01 0.0120501 0.0170591 0.0221803 -0.000664071 -0.00124465 0.00189144
11 1.05 0.0266667 0.0327607 0.0428262 0.0162464 -0.00135936 -0.00170739 -0.000494354
12 1.15 0.0133333 0.00439199 0.00221309 0.0149271 -0.00122447 -0.0015383 -0.00043439
13 1.25 0.0266667 0.0157647 0.00745268 0.011722 -0.00283379 -0.00442315 -0.000517572
14 1.35 0.0133333 0.014286 0.00801242 0.0181027 -0.00107031 -0.00317583 -0.00103199
15 1.45 0.01 0.0321596 0.0133346 0.00085365 -0.00105818 -0.00119166 -0.000996406
16 1.55 0.0233333 0.00725658 0.0374561 0.0265472 -0.00127955 -0.00112688 -0.000955832
17 1.65 0.00666667 0.0149032 0.00577456 0.00282858 -0.00470579 -0.00104492 -0.00210955
18 1.75 0.01 0.0170847 0.0133464 0.0229321 -0.00326474 -0.000903412 0.000813344
19 1.85 0.0233333 0.0106905 0.0128907 0.0244982 0.000641149 -0.000691058 0.00153213
20 1.95 0.0133333 0.0102052 0.00414337 0.00643673 0.000275264 -0.000636143 0.0013336
21 2.05 0.0133333 0.0144953 0.0032355 0.0133021 0.000105126 -0.000769476 0.00140444
22 2.15 0.02 0.0114839 0.0126399 0.0159172 -0.000258377 -0.00077291 0.00189869
23 2.25 0.01 0.00978316 0.0123874 0.00149352 -0.000663916 -0.000853512 0.00166218
24 2.35 0.01 0.0019008 0.00242099 0.00269932 -0.00102316 -0.00102962 0.00146604
25 2.45 0.01 0.00577202 0.00911366 0.0174191 -0.00105034 -0.00102684 0.00162368
26 2.55 0.02 0.00609925 0.00247882 0.0163667 -0.00123277 -0.000961299 0.00180378
27 2.65 0.0166667 0.0027497 0.00980636 0.0354888 -0.00198253 -0.00107973 -0.00171915
28 2.75 0.0133333 0.0128637 0.0173889 0.0302115 -0.00202897 -0.00103774 -0.00167468
29 2.85 0.03 0.0244847 0.00564753 0.019188 -0.00256719 -0.00565862 -0.00176462
30 2.95 0.0133333 0.00347167 0.00191285 0.0140108 -0.00174246 -0.0021534 -0.00178303
31 3.05 0.0166667 0.0190744 0.00434713 0.0112609 -0.00286507 -0.00299576 -0.00198842
32 3.15 0.02 0.0140254 0.00669943 0.0119419 0.0319678 0.000916518 -0.00192342
33 3.25 0.02 0.0489422 0.0331249 0.0136642 0.0049724 -0.00397607 -0.00155742
34 3.35 0.0233333 0.0219825 0.0199922 0.013947 0.00748313 -0.00242396 0.000258526
